100 MILE HOUSE, BC = 51.643970 -121.295010
BLUE RIVER, BC = 52.106465 -119.304881
BLUE SEA, QC = 46.184192 -76.062895
BLUEBERRY MOUNTAIN, AB = 55.933333 -119.150000
BLUESKY, AB = 56.074630 -118.240645
BLUEVALE, ON = 43.856243 -81.249489
BLUFFTON, AB = 52.749005 -114.290479
BLUMENHOF, SK = 50.018725 -107.702339
BLUMENORT, MB = 49.607909 -96.693453
BLYTH, ON = 43.736449 -81.429409
BLYTHESWOOD, ON = 42.122415 -82.595007
BOAT HARBOUR WEST, NL = 47.430000 -54.841667
BOBCAYGEON, ON = 44.540457 -78.546369
BOCABEC, NB = 45.178368 -66.989058
BODO, AB = 52.151921 -110.093234
BOGGY CREEK, MB = 51.536194 -101.353455
BOGNOR, ON = 44.525515 -80.744522
BOIESTOWN, NB = 46.455726 -66.419682
BOILEAU, QC = 45.902165 -74.791015
BOIS-BLANC, NB = 47.618878 -65.079083
BOIS-DES-FILION, QC = 45.666742 -73.756702
BOIS-FRANC, QC = 46.521803 -75.946842
BOIS-GAGNON, NB = 47.525836 -65.170891
BOISBRIAND, QC = 45.612634 -73.838373
BOISCHATEL, QC = 46.896612 -71.135413
BOISDALE, NS = 46.097766 -60.505490
BOISSEVAIN, MB = 49.230437 -100.059504
BOLSOVER, ON = 44.530017 -79.061355
BOLTON, ON = 43.874200 -79.730660
BOLTON-EST, QC = 45.195708 -72.363775
BOLTON-OUEST, QC = 45.243503 -72.454758
BON ACCORD, AB = 53.837260 -113.412126
BON ACCORD, NB = 46.653098 -67.581378
BON-CONSEIL, QC = 46.003241 -72.340509
BONANZA, AB = 55.912570 -119.827345
BONAVENTURE, QC = 48.071434 -65.452895
BONAVISTA, NL = 48.653345 -53.111825
BOND HEAD, ON = 44.089779 -79.676111
BONFIELD, ON = 46.230977 -79.146953
BONNE BAY POND, NL = 49.352129 -57.543856
BONNE BAY, NL = 49.504340 -57.917325
BONNY RIVER, NB = 45.202086 -66.857558
BONNYVILLE, AB = 54.268177 -110.720037
BONSECOURS, QC = 45.414430 -72.278904
BONSHAW, PE = 46.195780 -63.354269
BOOM ROAD, NB = 46.955118 -65.776359
BORDEN, ON = 44.283023 -79.894364
BORDEN, SK = 52.405045 -107.239656
BORDEN-CARLETON, PE = 46.253763 -63.692162
BORNHOLM, ON = 43.531537 -81.144537
BOSTON BAR, BC = 49.863426 -121.442574
BOSWELL, BC = 49.453918 -116.762954
BOTHA, AB = 52.306740 -112.523050
BOTHWELL, ON = 42.631357 -81.872451
BOTWOOD, NL = 49.142298 -55.344085
BOUCHERVILLE, QC = 45.591370 -73.436410
BOUCHETTE, QC = 46.202502 -75.897091
BOUCTOUCHE COVE, NB = 46.472276 -64.724265
BOUCTOUCHE RESERVE, NB = 46.452140 -64.759415
BOUCTOUCHE SUD, NB = 46.444390 -64.684331
BOUCTOUCHE, NB = 46.472276 -64.724265
BOUDREAU-OUEST, NB = 46.235249 -64.492053
BOULANGER, QC = 45.939278 -71.990080
BOULARDERIE CENTER, NS = 46.200000 -60.500000
BOULARDERIE EAST, NS = 46.250000 -60.450000
BOULTER, ON = 45.214330 -77.637546
BOUNDARY CREEK, NB = 46.050000 -65.000000
BOURGET, ON = 45.435051 -75.158156
BOUTILIERS POINT, NS = 44.659799 -63.952717
BOW ISLAND, AB = 49.869621 -111.377099
BOWDEN, AB = 51.933087 -114.032226
BOWEN ISLAND, BC = 49.376765 -123.370154
BOWMAN, QC = 45.903167 -75.683391
BOWMANVILLE, ON = 43.912604 -78.688019
BOWSER, BC = 49.438991 -124.683518
BOWSMAN, MB = 52.237116 -101.208511
BOYDS COVE, NL = 49.444054 -54.658504
BOYLE, AB = 54.587260 -112.803797
BOYLSTON, NS = 45.439605 -61.494173
BOYNE LAKE, AB = 54.233333 -111.683333
BRACEBRIDGE, ON = 45.038956 -79.307879
BRACKEN, SK = 49.178229 -108.094743
BRACKENDALE, BC = 49.766014 -123.149128
BRADFORD, ON = 44.110986 -79.579427
BRADOR, QC = 45.540346 -73.656863
BRADWARDINE, MB = 49.995737 -100.463332
BRADWELL, SK = 51.947268 -106.233163
BRAESIDE, ON = 45.465818 -76.406965
BRAGG CREEK, AB = 50.951740 -114.569234
BRAMPTON, ON = 43.731548 -79.762418
BRANCH LAHAVE, NS = 44.448803 -64.631596
BRANCH, NL = 46.882222 -53.953012
BRANCHTON, ON = 43.310888 -80.259288
BRANDON, MB = 49.848471 -99.950090
BRANT, AB = 50.516624 -113.510291
BRANTFORD, ON = 43.139387 -80.264425
BRANTVILLE, NB = 47.370001 -64.970366
BRAS D'OR, NS = 45.860971 -60.803393
BREADALBANE, NB = 45.126393 -66.855817
BREADALBANE, PE = 46.357675 -63.500945
BREBEUF, QC = 45.501046 -73.623117
BRECHIN, ON = 44.545002 -79.175644
BREDENBURY, SK = 50.938058 -102.052565
BRENTS COVE, NL = 49.936721 -55.710790
BRENTWOOD BAY, BC = 48.572437 -123.451757
BRENTWOOD, NS = 45.215159 -63.273045
BRESLAU, ON = 43.469173 -80.409416
BRETON, AB = 53.109990 -114.471395
BREWERS MILL, NB = 46.072223 -67.009697
BREYNAT, AB = 55.140908 -112.493451
BRIDESVILLE, BC = 49.037014 -119.152152
BRIDGE LAKE, BC = 51.481605 -120.729613
BRIDGENORTH, ON = 44.387785 -78.382451
BRIDGEPORT, NL = 49.551196 -54.874668
BRIDGETOWN, NS = 44.841836 -65.288351
BRIDGEWATER, NS = 44.372117 -64.520880
BRIERCREST, SK = 50.456500 -105.815324
BRIGDEN, ON = 42.814509 -82.281787
BRIGGS CORNER QUEENS CO, NB = 46.218314 -65.899106
BRIGHAM, QC = 45.254625 -72.800918
BRIGHT SAND, SK = 53.686052 -108.929948
BRIGHT, ON = 45.482994 -73.710755
BRIGHT'S GROVE, ON = 43.033599 -82.252460
BRIGHTON, NL = 49.548527 -55.639883
BRIGHTON, ON = 44.042260 -77.736883
BRIGUS JUNCTION, NL = 47.388181 -53.300974
BRIGUS, NL = 47.533266 -53.220579
BRINSTON, ON = 44.939602 -75.359944
BRISCO, BC = 50.826998 -116.269968
BRISTOL JUNCTION, NB = 46.442638 -67.564825
BRISTOL, QC = 45.531130 -76.458017
BRITANNIA BEACH, BC = 49.623818 -123.205511
BRITISH SETTLEMENT, NB = 45.866667 -64.400000
BRITT, ON = 45.774835 -80.556459
BROAD COVE BDV, NL = 47.551682 -53.553674
BROAD VALLEY, MB = 50.984941 -97.650781
BROADVIEW, SK = 50.378062 -102.579067
BROCHET, MB = 57.880769 -101.670225
BROCK, SK = 51.441307 -108.718126
BROCKET, AB = 49.551746 -113.750930
BROCKINGTON, SK = 53.103706 -104.708899
BROCKVILLE, ON = 44.589524 -75.684286
BROCKWAY, NB = 45.521385 -67.115984
BRODERICK, SK = 51.489114 -106.917812
BRODHAGEN, ON = 43.560182 -81.210181
BROME, QC = 45.194051 -72.571504
BROMHEAD, SK = 49.179681 -103.676338
BROMONT, QC = 45.285248 -72.687242
BRONSON SETTLEMENT, NB = 46.221600 -65.723394
BROOKDALE, MB = 50.047808 -99.567729
BROOKFIELD, NL = 49.140819 -53.580589
BROOKFIELD, NS = 45.253751 -63.279552
BROOKLYN, NS = 44.057037 -64.687024
BROOKS, AB = 50.565975 -111.899167
BROOKSBY, SK = 52.998547 -104.325503
BROOKSIDE, NS = 44.553906 -63.724069
BROOKSIDE., NS = 44.553906 -63.724069
BROOKVILLE, NB = 46.338507 -67.760010
BROSSARD, QC = 45.451436 -73.461910
BROSSEAU, AB = 53.791111 -111.688224
BROUGHAM, ON = 45.393021 -75.753171
BROUGHTON, NS = 46.082467 -59.967474
BROWNFIELD, AB = 52.317686 -111.433414
BROWNLEE, SK = 50.735143 -106.022458
BROWNS FLAT, NB = 45.469622 -66.125490
BROWNS YARD, NB = 46.520783 -65.073159
BROWNSBURG-CHATHAM, QC = 45.676447 -74.404499
BROWNSDALE, NL = 48.032833 -53.123336
BROWNSVILLE, ON = 39.473222 -121.269128
BROWNVALE, AB = 56.123646 -117.890802
BRUCE MINES, ON = 46.300273 -83.793474
BRUCE, AB = 53.173266 -112.033484
BRUCEFIELD, ON = 43.525455 -81.518695
BRUDERHEIM, AB = 53.803499 -112.926586
BRULE, AB = 53.308742 -117.870964
BRUNKILD, MB = 49.592179 -97.574629
BRUNNER, ON = 43.692361 -79.617141
BRUNO, SK = 52.263984 -105.525301
BRUNSWICK MINES, NB = 39.211283 -121.017725
BRUSSELS, ON = 43.744428 -81.249831
BRUXELLES, MB = 49.487530 -98.918455
BRYENTON, NB = 46.870276 -65.683437
BRYSON, QC = 45.678566 -76.621349
BUBARTOWN, NB = 46.341596 -67.465853
BUCHANAN, SK = 51.703936 -102.755976
BUCHANS JUNCTION, NL = 48.846931 -56.473614
BUCHANS, NL = 48.825080 -56.855308
BUCK CREEK, AB = 53.106456 -114.896862
BUCK LAKE, AB = 52.952623 -114.795403
BUCKFIELD, NS = 44.308904 -64.789930
BUCKHORN, ON = 34.400238 -118.816521
BUCKLAND, QC = 46.618217 -70.546988
BUENA VISTA, SK = 50.781040 -104.939152
BUFFALO CREEK, BC = 51.733333 -121.150000
BUFFALO HEAD PRAIRIE, AB = 58.065566 -116.349803
BUFFALO NARROWS, SK = 55.862840 -108.479460
BUFFALO POINT, MB = 49.012444 -95.239622
BUFFALO, AB = 50.809721 -110.700300
BUICK, BC = 49.112843 -122.670117
BULL LAKE, NB = 46.105065 -67.383831
BULLS CREEK, NB = 46.100000 -67.566667
BULYEA, SK = 50.985197 -104.864719
BUNYANS COVE, NL = 48.396362 -54.018943
BURDETT, AB = 49.833085 -111.521335
BURFORD, ON = 43.103279 -80.429138
BURGEO, NL = 47.613413 -57.610491
BURGESSVILLE, ON = 43.022015 -80.652114
BURGOYNES COVE, NL = 48.170285 -53.714635
BURIN BAY ARM, NL = 47.087070 -55.200698
BURIN, NL = 47.053167 -55.174074
BURKS FALLS, ON = 45.619883 -79.408748
BURLINGTON, NL = 49.751144 -56.021552
BURLINGTON, ON = 43.325520 -79.799032
BURNABY, BC = 49.248809 -122.980510
BURNS LAKE, BC = 54.233415 -125.763613
BURNSIDE, NL = 48.714819 -53.789433
BURNSTOWN, ON = 45.387762 -76.579013
BURNSVILLE, NB = 47.703723 -65.149852
BURNT CHURCH FIRST NATION, NB = 47.198934 -65.139012
BURNT CHURCH, NB = 47.198934 -65.139012
BURNT HILL, NB = 45.171227 -67.341553
BURNT ISLANDS BLP, NL = 47.597581 -58.884767
BURNT POINT BDV, NL = 47.959875 -53.036095
BURNT RIVER, ON = 44.678584 -78.699739
BURNTLAND BROOK, NB = 46.983333 -67.333333
BURPEE, NB = 45.939435 -66.311472
BURR, SK = 52.056275 -105.140992
BURRITTS RAPIDS, ON = 44.983365 -75.799148
BURSTALL, SK = 50.655320 -109.909003
BURTON, BC = 49.989551 -117.877234
BURTON, NB = 45.875186 -66.361137
BURTTS CORNER, NB = 46.060253 -66.880942
BURWASH LANDING, YT = 61.354167 -138.994444
BURY, QC = 45.510797 -71.442106
BUSBY, AB = 53.949036 -113.892749
BUSHELL PARK, SK = 50.339751 -105.555982
BYEMOOR, AB = 51.978086 -112.290583
BYNG INLET, ON = 45.768927 -80.554647
CABANO, QC = 47.674838 -68.880465
CABRI, SK = 50.619458 -108.460902
CACHE BAY, ON = 46.374258 -79.988533
CACHE CREEK, BC = 50.810810 -121.323324
CACOUNA, QC = 47.916426 -69.501040
CACTUS LAKE, SK = 52.114389 -109.812006
CADILLAC, QC = 46.830061 -71.275475
CADILLAC, SK = 49.727535 -107.743718
CADOGAN, AB = 52.317518 -110.446088
CADOMIN, AB = 53.032472 -117.326529
CADOTTE LAKE, AB = 56.469566 -116.377656
CAESAREA, ON = 44.158248 -78.832044
CAILS MILLS, NB = 46.485960 -65.148358
CAINS RIVER, NB = 46.709778 -65.803594
CAISSIE ROAD, NB = 47.276406 -65.128327
CAISTOR CENTRE, ON = 43.070611 -79.651803
CAITHNESS, NB = 45.116967 -66.849663
CALABOGIE, ON = 45.299295 -76.721166
CALAHOO, AB = 53.715698 -113.958940
CALAIS, AB = 55.061626 -117.511491
CALDER, SK = 51.158120 -101.746970
CALDERS HEAD, NB = 44.975140 -67.011028
CALEDON EAST, ON = 43.836337 -79.874484
CALEDON VILLAGE, ON = 43.836337 -79.874484
CALEDON, ON = 43.836337 -79.874484
CALEDONIA MOUNTAIN, NB = 45.850000 -64.800000
CALEDONIA, NS = 44.375026 -65.031085
CALEDONIA, ON = 43.064753 -79.955075
CALGARY, AB = 51.048615 -114.070846
CALHOUN, NB = 46.064539 -64.585364
CALIFORNIA SETTLEMENT, NB = 46.850000 -67.766667
CALIXA-LAVALLEE, QC = 45.750624 -73.256047
CALLANDER, ON = 46.222198 -79.366393
CALLING LAKE, AB = 55.210335 -113.193325
CALMAR, AB = 53.265098 -113.805667
CALVERT, NL = 47.055348 -52.912029
CAMBRAY, ON = 44.409379 -78.831645
CAMBRIDGE BAY, NU = 69.116864 -105.059681
CAMBRIDGE, NS = 45.057347 -64.634652
CAMBRIDGE, ON = 43.361621 -80.314428
CAMBRIDGE-NARROWS, NB = 45.830068 -65.956286
CAMDEN EAST, ON = 44.335387 -76.833308
CAMDEN, NS = 45.284830 -63.130100
CAMERON, ON = 38.668793 -120.987164
CAMLACHIE, ON = 43.035712 -82.162315
CAMP CREEK, AB = 54.250024 -114.582979
CAMP MORTON, MB = 50.713732 -96.994565
CAMPBELL RIVER, BC = 50.033123 -125.273335
CAMPBELL SETTLEMENT YORK CO, NB = 46.010524 -67.346041
CAMPBELL SETTLEMENT, NB = 46.143516 -67.670020
CAMPBELL'S BAY, QC = 45.733737 -76.597248
CAMPBELLCROFT, ON = 44.063973 -78.374890
CAMPBELLFORD, ON = 44.308354 -77.797700
CAMPBELLTON, NB = 48.007399 -66.672206
CAMPBELLTON, NL = 49.282033 -54.934455
CAMPBELLVILLE, ON = 43.488137 -79.983806
CAMPDEN, ON = 43.135600 -79.431709
CAMPERDOWN, NS = 44.263780 -64.602113
CAMPERVILLE, MB = 51.987846 -100.147958
CAMROSE, AB = 53.022205 -112.828598
CANAAN FORKS, NB = 46.053823 -65.538229
CANAAN STATION, NB = 46.249378 -65.060402
CANAL FLATS, BC = 50.154785 -115.808063
CANAL, NB = 45.158415 -66.826904
CANDIAC, QC = 45.383934 -73.517445
CANDIAC, SK = 50.209146 -103.257624
CANDLE LAKE, SK = 53.751740 -105.249716
CANDO, SK = 52.373152 -108.213075
CANFIELD, ON = 34.050109 -118.390452
CANIM LAKE, BC = 51.774437 -120.930601
CANISTO, NB = 46.918285 -64.998187
CANMORE, AB = 51.089243 -115.359713
CANNIFTON, ON = 44.205476 -77.391836
CANNING, NS = 45.160431 -64.428218
CANNINGS COVE, NL = 48.444507 -53.845887
CANNINGTON, ON = 44.350216 -79.038664
CANOBIE, NB = 47.684425 -65.363242
CANOE NARROWS, SK = 55.167346 -108.155210
CANOE, BC = 50.750796 -119.227433
CANOOSE, NB = 45.372520 -67.357147
CANORA, SK = 51.633945 -102.437007
CANSO, NS = 45.336285 -60.994442
CANTERBURY, NB = 45.894459 -67.461209
CANTLEY, QC = 45.566176 -75.782459
CANTON BEDFORD, QC = 45.121111 -72.987447
CANTON DES BASQUES, NB = 47.505287 -64.926906
CANTON STANSTEAD, QC = 45.129140 -72.188717
CANTON TREMBLAY, QC = 48.452394 -71.018425
CANTON-DE-HATLEY, QC = 45.294880 -71.958454
CANWOOD, SK = 53.359024 -106.602090
CANYON CREEK, AB = 55.371739 -115.088260
CANYON, BC = 49.083615 -116.447773
CAP-AU-RENARD, QC = 49.195371 -66.234705
CAP-AUX-MEULES, QC = 47.377738 -61.871355
CAP-BATEAU, NB = 47.812132 -64.537753
CAP-CHAT, QC = 49.094066 -66.685739
CAP-CHAT-EST, QC = 49.106032 -66.657865
CAP-D'ESPOIR, QC = 48.428461 -64.328193
CAP-PELE, NB = 46.231764 -64.267770
CAP-SAINT-IGNACE, QC = 47.036375 -70.460380
CAP-SANTE, QC = 46.671590 -71.787847
CAPE BROYLE, NL = 47.096498 -52.950204
CAPE DAUPHIN, NS = 46.333333 -60.416667
CAPE DORSET, NU = 64.230375 -76.540963
CAPE ENRAGE, NB = 45.624580 -64.787668
CAPE FREELS NORTH, NL = 49.267235 -53.499017
CAPE NEGRO, NS = 43.556236 -65.453543
CAPE NORTH, NS = 46.884539 -60.506210
CAPE RAY, NL = 47.637852 -59.284986
CAPE SPEAR, NB = 46.088606 -63.816909
CAPE ST GEORGE, NL = 48.466667 -59.250000
CAPE STATION, NB = 45.804528 -64.609835
CAPE TORMENTINE, NB = 46.128309 -63.792678
CAPLAN, QC = 48.121145 -65.672977
CAPLIN COVE BDV, NL = 48.034913 -52.985837
CAPPAHAYDEN, NL = 46.861066 -52.946643
CAPREOL, ON = 46.705973 -80.922368
CAPSTICK, NS = 47.000000 -60.516667
CAPUCINS, QC = 49.049838 -66.836522
CARAMAT, ON = 49.619645 -86.132748
CARAQUET, NB = 47.789730 -64.962827
CARBERRY, MB = 49.867704 -99.360176
CARBON, AB = 51.485685 -113.154075
CARBONEAR, NL = 47.737522 -53.229487
CARCAJOU, AB = 57.759048 -117.065439
CARCROSS, YT = 60.167585 -134.707351
CARDALE, MB = 50.237053 -100.320981
CARDIFF, ON = 33.020826 -117.278897
CARDIGAN, NB = 46.147240 -66.784682
CARDIGAN, PE = 46.233687 -62.621785
CARDINAL, ON = 34.035790 -117.552887
CARDROSS, SK = 49.813906 -105.616640
CARDSTON, AB = 49.195066 -113.301798
CARGILL, ON = 36.690364 -119.799836
CARIBOU MARSH, NS = 46.043934 -60.202736
CARIEVALE, SK = 49.175442 -101.630253
CARIGNAN, QC = 45.459320 -73.306814
CARLETON PLACE, ON = 45.140603 -76.146546
CARLETON, NS = 44.007110 -65.927795
CARLETON, QC = 48.178126 -66.166620
CARLINGFORD, NB = 46.750000 -67.750000
CARLISLE, NB = 46.346412 -67.382501
CARLISLE, ON = 37.786361 -122.425831
CARLOW, NB = 46.516667 -67.516667
CARLOWRIE, MB = 49.251333 -96.962431
CARLSBAD SPRINGS, ON = 45.369074 -75.456097
CARLTON, SK = 52.812866 -106.488276
CARLYLE, SK = 49.633965 -102.267081
CARMACKS, YT = 62.088468 -136.287290
CARMAN, MB = 49.508565 -98.001699
CARMANGAY, AB = 50.127057 -113.111684
CARMANVILLE, NL = 49.403316 -54.286723
CARMEL, SK = 52.223881 -105.351733
CARNARVON, ON = 49.256327 -123.173845
CARNDUFF, SK = 49.173938 -101.795810
CARNWOOD, AB = 53.191108 -114.634831
CAROLINE, AB = 52.093932 -114.740442
CARON, SK = 50.455368 -105.818383
CARONPORT, SK = 50.455368 -105.818383
CARP, ON = 43.637724 -79.422476
CARRAGANA, SK = 52.581300 -103.110135
CARROL RIDGE, NB = 45.852161 -67.463498
CARROLL, MB = 49.607477 -100.031541
CARROLLS CORNER, NS = 45.016679 -63.383247
CARROLLS CROSSING, NB = 46.520111 -66.236462
CARROT CREEK, AB = 53.610064 -115.856170
CARROT RIVER, SK = 53.280209 -103.587526
CARRYING PLACE, ON = 44.047932 -77.579574
CARSELAND, AB = 50.852276 -113.469691
CARSONVILLE, NB = 45.850000 -65.516667
CARSTAIRS, AB = 51.564940 -114.098597
CARTERS COVE, NL = 49.536505 -54.781188
CARTERS POINT, NB = 45.387975 -66.179348
CARTIER, MB = 49.885773 -97.711945
CARTIER, ON = 34.190323 -118.603711
CARTWRIGHT, MB = 49.093896 -99.341467
CARTWRIGHT, NL = 53.707009 -57.023317
CARTYVILLE, NL = 48.233333 -58.800000
CARVEL, AB = 53.531212 -114.220678
CASA RIO, SK = 52.027192 -106.646811
CASCAPEDIA-SAINT-JULES, QC = 48.259450 -65.961979
CASLAN, AB = 54.634545 -112.513630
CASSELMAN, ON = 45.310705 -75.089365
CASSIDY LAKE, NB = 45.591634 -65.568454
CASSIDY, BC = 49.053859 -123.883812
CASSILIS, NB = 46.948770 -65.750653
CASTLE BAY, NS = 45.909380 -60.683297
CASTLEGAR, BC = 49.323741 -117.659334
CASTLETON, ON = 43.607782 -73.180256
CASTOR, AB = 52.219758 -111.906617
CASTORS RIVER, NL = 50.938705 -56.958046
CAT LAKE, ON = 51.705842 -91.847215
CATALINA, NL = 48.516808 -53.078534
CATALONE GUT, NS = 46.010990 -59.955672
CATALONE, NS = 45.983068 -59.984988
CATHCART, ON = 43.101276 -80.524788
CAUSAPSCAL, QC = 48.366602 -67.244503
CAVAN, ON = 44.199670 -78.468722
CAVENDISH, NL = 47.723364 -53.492773
CAWSTON, BC = 49.179481 -119.757542
CAYER, MB = 51.302542 -99.138584
CAYLEY, AB = 50.450211 -113.850782
CAYUGA, ON = 42.950355 -79.855812
CAZAVILLE, QC = 45.086458 -74.370329
CECIL LAKE, BC = 56.304706 -120.575253
CEDAR CAMP, NB = 45.696896 -65.314448
CEDAR POINT, ON = 44.808511 -80.114563
CEDAR SPRINGS, ON = 34.350556 -117.885063
CEDAR VALLEY, ON = 37.399077 -119.628797
CEDARVALE, BC = 55.015954 -128.322440
CELISTA, BC = 50.943942 -119.349578
CENTRAL BEDEQUE, PE = 46.339935 -63.702808
CENTRAL BLISSVILLE, NB = 45.632168 -66.564576
CENTRAL BUTTE, SK = 50.796543 -106.506844
CENTRAL GREENWICH, NB = 45.511397 -66.119657
CENTRAL HAINESVILLE, NB = 46.116617 -67.100932
CENTRAL HAMPSTEAD, NB = 45.635150 -66.110097
CENTRAL NORTH RIVER, NS = 45.451965 -63.211834
CENTRAL ONSLOW, NS = 45.379883 -63.336980
CENTRAL WATERVILLE, NB = 46.079896 -67.290761
CENTRALIA, ON = 38.320191 -121.244670
CENTRE BURLINGTON, NS = 45.067084 -64.102368
CENTRE VILLAGE, NB = 33.618822 -117.929190
CENTREVILLE, NB = 46.430294 -67.710329
CENTREVILLE, NS = 45.134135 -64.528866
CENTREVILLE, ON = 46.430294 -67.710329
CEREAL, AB = 51.417889 -110.799525
CESSFORD, AB = 51.007967 -111.561039
CEYLON, SK = 49.459121 -104.601250
CHALK RIVER, ON = 46.015910 -77.452276
CHAMBERLAIN SETTLEMENT, NB = 47.572136 -65.629246
CHAMBERLAIN, SK = 50.851413 -105.568704
CHAMBERS SETTLEMENT, NB = 45.679019 -65.304722
CHAMBLY, QC = 45.439163 -73.290246
CHAMBORD, QC = 48.429054 -72.062239
CHAMCOOK, NB = 45.117005 -67.067949
CHAMPION, AB = 50.241366 -113.148834
CHAMPLAIN, QC = 46.440909 -72.345099
CHAMPNEUF, QC = 48.588035 -77.500524
CHANCE COVE, NL = 47.683190 -53.822892
CHANCE HARBOUR, NB = 45.128195 -66.352661
CHANDLER, QC = 48.349494 -64.676977
CHANGE ISLANDS, NL = 49.672394 -54.408437
CHANNEL-PORT-AUX-BASQUES, NL = 47.572115 -59.136429
CHANNING, MB = 54.754610 -101.833771
CHAPAIS, QC = 49.782210 -74.852480
CHAPEAU, QC = 45.911178 -77.074679
CHAPEL ARM, NL = 47.519957 -53.673820
CHAPEL COVE, NL = 47.431956 -53.160060
CHAPLEAU, ON = 47.842328 -83.402611
CHAPLIN ISLAND ROAD, NB = 47.069634 -65.684062
CHAPLIN, SK = 50.461854 -106.659418
CHAPUT HUGHES, ON = 48.138885 -80.058665
CHARD, AB = 55.845505 -110.905504
CHARETTE, QC = 46.444886 -72.915934
CHARING CROSS, ON = 33.754558 -118.037904
CHARLEMAGNE, QC = 45.724915 -73.491324
CHARLESTON, NB = 46.366667 -67.650000
CHARLESTON, NL = 48.393591 -53.649992
CHARLIE LAKE, BC = 56.279902 -120.963409
CHARLIE LAKE, NB = 45.891500 -67.392555
CHARLO SOUTH, NB = 47.969008 -66.344879
CHARLO, NB = 47.990375 -66.316485
CHARLOTTETOWN LAB, NL = 52.771527 -56.119259
CHARLOTTETOWN, NL = 52.771527 -56.119259
CHARLOTTETOWN, PE = 46.238240 -63.131070
CHARLTON, ON = 34.633538 -118.148889
CHARNY, QC = 46.714636 -71.260452
CHARTERS SETTLEMENT, NB = 45.867682 -66.701548
CHARTIERVILLE, QC = 45.320315 -71.236417
CHASE, BC = 50.818848 -119.684519
CHASWOOD, NS = 45.044209 -63.212506
CHATEAU-RICHER, QC = 46.969606 -71.017573
CHATEAUGUAY, QC = 45.360159 -73.749403
CHATEH, AB = 58.707471 -118.693053
CHATFIELD, MB = 50.785194 -97.571561
CHATHAM, ON = 42.404803 -82.191038
CHATSWORTH, ON = 34.250636 -118.614810
CHAUVIN, AB = 52.694313 -110.141842
CHAZEL, QC = 48.863176 -79.034203
CHELAN, SK = 52.612459 -103.392377
CHELMSFORD, NB = 46.874389 -65.656409
CHELMSFORD, ON = 46.577569 -81.197965
CHELSEA, NS = 44.366667 -64.750000
CHELSEA, QC = 45.540174 -75.867482
CHELTENHAM, ON = 43.751578 -79.920854
CHEMAINUS, BC = 48.930165 -123.734482
CHENEVILLE, QC = 45.921349 -75.005358
CHEPSTOW, ON = 44.154066 -81.275863
CHERHILL, AB = 53.820870 -114.668945
CHERRY BROOK, NS = 44.709698 -63.480598
CHERRY BURTON, NB = 45.900296 -64.479986
CHERRY GROVE, AB = 54.360284 -110.086272
CHERRY POINT, AB = 56.187323 -119.950413
CHERRY VALLEY, ON = 33.972515 -116.977248
CHERRYVILLE, BC = 50.246748 -118.629853
CHERTSEY, QC = 46.072217 -73.891667
CHESLEY, ON = 44.302758 -81.096712
CHESTER BASIN, NS = 44.564539 -64.308435
CHESTER, NS = 44.542116 -64.238880
CHESTERFIELD INLET, NU = 63.346514 -90.736827
CHESTERMERE, AB = 51.049809 -113.823302
CHESTERVILLE, ON = 45.102294 -75.228789
CHESTERVILLE, QC = 45.962879 -71.821636
CHETICAMP, NS = 46.624959 -61.014815
CHETWYND, BC = 55.697680 -121.629673
CHEVERIE, NS = 45.157067 -64.175311
CHEVERY, QC = 50.466658 -59.620060
CHIASSON OFFICE, NB = 47.739001 -64.623464
CHIBOUGAMAU, QC = 49.913229 -74.369199
CHICOUTIMI, QC = 48.351673 -71.138514
CHILANKO FORKS, BC = 52.112068 -124.064853
CHILDS CREEK, NB = 46.621852 -64.893624
CHILLIWACK, BC = 49.157940 -121.951467
CHINOOK, AB = 51.444236 -110.917637
CHIPMAN, AB = 53.698014 -112.637618
CHIPMAN, NB = 46.167711 -65.879443
CHISASIBI, QC = 53.782646 -78.893721
CHISHOLM MILLS, AB = 54.910121 -114.170394
CHITEK LAKE, SK = 53.753361 -107.734453
CHOCOLATE COVE, NB = 44.946533 -66.975457
CHOICELAND, SK = 53.491684 -104.486173
CHOMEDEY, QC = 45.545096 -73.762375
CHRISTINA LAKE, BC = 49.041715 -118.212072
CHRISTMAS ISLAND, NS = 45.962005 -60.761540
CHRISTOPHER LAKE, SK = 53.539965 -105.789231
CHURCH POINT, NS = 44.338503 -66.114493
CHURCHBRIDGE, SK = 50.898453 -101.896874
CHURCHILL FALLS, NL = 53.594549 -64.308030
CHURCHILL, MB = 58.768411 -94.164964
CHURCHILL, ON = 58.768411 -94.164964
CHUTE A BLONDEAU, ON = 45.588448 -74.469530
CHUTE-AUX-OUTARDES, QC = 49.126415 -68.393972
CHUTE-SAINT-PHILIPPE, QC = 46.623047 -75.203496
CLAIR, NB = 47.253429 -68.605292
CLAIR, SK = 52.019233 -104.077942
CLAIRMONT, AB = 55.243191 -118.794524
CLAIRVILLE, NB = 46.382941 -65.100758
CLAM POINT, NS = 43.486320 -65.563142
CLANDEBOYE, MB = 50.242466 -96.974947
CLANDONALD, AB = 53.572026 -110.714208
CLANWILLIAM, MB = 50.473511 -99.810581
CLAREMONT, ON = 34.096676 -117.719779
CLARENCE CREEK, ON = 45.550852 -75.280351
CLARENCEVILLE, QC = 45.063393 -73.249144
